Name,Ingredients_List,Ingredients_Names,Procedure,Nutrition_Facts
moo-shu-pork-recipe,"['12 ounces boneless pork shoulder (partially frozen and julienned into thin strips)', '1 tablespoon water', '1 tablespoon oyster sauce (or soy sauce)', '1 teaspoon cornstarch', '1 teaspoon neutral oil (such as canola, vegetable, or avocado oil)', '3 tablespoons hoisin sauce', '2 teaspoons hot water', '1 teaspoon soy sauce', '¼ teaspoon sesame oil', '¼ cup hot water', '1 tablespoon hoisin sauce', '1 tablespoon oyster sauce', '2 tablespoons soy sauce', '1 teaspoon sesame oil', '½ teaspoon cornstarch', '½ teaspoon dark soy sauce', '⅛ teaspoon white pepper', '4 tablespoons neutral oil (divided)', '2 large eggs (beaten)', '2 cloves garlic (chopped)', '3 cups Taiwanese flat cabbage or green cabbage (finely shredded)', '1½ cup julienned carrots – 140g', '4  dried shiitake mushrooms (soaked and sliced; about ½ cup or 80g rehydrated)', '0.3 ounce dried wood ear mushrooms (soaked and roughly chopped, about ½ cup or 65g rehydrated)', '1 tablespoon Shaoxing wine', '2 scallions (julienned)', '1 recipe moo shu pancakes']","['boneless pork shoulder', 'water', 'oyster sauce', 'cornstarch', 'neutral oil', 'hoisin sauce', 'hot water', 'soy sauce', 'sesame oil', 'hot water', 'hoisin sauce', 'oyster sauce', 'soy sauce', 'sesame oil', 'cornstarch', 'dark soy sauce', 'white pepper', 'neutral oil', 'large eggs', 'garlic', 'Taiwanese flat cabbage or green cabbage', 'julienned carrots – 140g', 'dried shiitake mushrooms', 'dried wood ear mushrooms', 'Shaoxing wine', 'scallions', 'moo shu pancakes']","['In a medium bowl, mix the julienned strips of pork, water, oyster sauce (or soy sauce), cornstarch, and oil until well-incorporated. Set aside to marinate for 15 minutes.', 'Make the moo shu sauce by mixing the hoisin, hot water, soy sauce, and sesame oil in a small bowl. Microwave for 20 seconds and set aside to serve at the table.', 'In a measuring cup or small bowl, make the seasoning for the filling. Combine the hot water, hoisin sauce, oyster sauce, soy sauce, sesame oil, cornstarch, dark soy sauce, and white pepper.', 'Heat your wok until it’s just starting to smoke, and spread 2 tablespoons of oil around the perimeter to coat. Pour in the beaten eggs. Quickly mix and scramble the eggs, turn off the heat, and break up the eggs into smaller pieces. Remove to a plate and set aside.', 'Heat another tablespoon of oil in your wok, and add the pork. Lightly sear on all sides until about 80% done, and remove from the wok.', 'Add the remaining tablespoon of oil to the wok, increase heat to medium-high, and add the garlic, cabbage, carrots, shiitake mushrooms, and wood ear mushrooms. Stir-fry for 1 minute. Add the Shaoxing wine, and continue stir-frying for another 30 seconds.', 'Next, add the sauce mixture and cooked pork. Continue to stir-fry for another 1 to 2 minutes. Toss in the cooked egg and scallions, and continue to mix for another 30 seconds, or until the vegetables are wilted and most of the liquid has cooked off. If there is more liquid in the wok (which may happen if your heat is too low), then add a small amount of cornstarch slurry (equal parts of water and cornstarch) to thicken it. Serve immediately with the moo shu pancakes and the moo shu sauce!']","['6', 'Calories: 252kcal (13%)', 'Carbohydrates: 13g (4%)', 'Protein: 17g (34%)', 'Fat: 15g (23%)', 'Saturated Fat: 2g (10%)', 'Polyunsaturated Fat: 4g', 'Monounsaturated Fat: 8g', 'Trans Fat: 0.1g', 'Cholesterol: 89mg (30%)', 'Sodium: 662mg (28%)', 'Potassium: 455mg (13%)', 'Fiber: 2g (8%)', 'Sugar: 5g (6%)', 'Vitamin A: 4052IU (81%)', 'Vitamin C: 15mg (18%)', 'Calcium: 47mg (5%)', 'Iron: 1mg (6%)']"
moo-shu-pancakes,"['1 1/2 cups all purpose flour', '1/8 teaspoon salt', '2/3 cup boiling water', 'neutral oil (for brushing; such as vegetable, canola, or avocado oil)']","['all purpose flour', 'salt', 'boiling water', 'neutral oil']","['Mix the flour and salt in a heatproof bowl. Pour the boiling hot water into the flour mixture and use chopsticks or a spatula to mix until a dough ball forms. Once cool enough to handle, knead the dough for 8 minutes until smooth, adding flour if the dough is too sticky. Place the dough on a board and cover with the overturned mixing bowl Allow the dough to rest at room temperature for at least 1 hour, or up to 8 hours.', 'Roll the dough into a 12-inch (30cm) rope and cut into 12 equal pieces. Form each piece into a dough ball, then flatten into a small disc about 2 inches (5cm) in diameter. Lightly brush 6 of the discs with oil, ensuring the sides of the discs are also brushed with oil. Layer the remaining 6 discs over the 6 oiled discs so you have 6 pieces, each composed of 2 discs.', 'Use a rolling pin to roll the discs into thin circles 7 inches (18cm) in diameter, flipping and rotating the pancakes as you roll so both of the dough discs are about the same size.', 'Heat a dry wok or frying pan over medium low heat, and place one pancake into the pan. After 30 to 45 seconds, you should see air pockets begin to form between the two pancakes. Flip the pancake; it should be white with just a couple of faint brown patches. Any more than that, and they are overcooked. After another 30 seconds, the air pockets should be large enough to separate the two pancakes. Remove the pancake to a plate, and let it cool for another 30 seconds. Now carefully pull apart the two pancakes at the seams. Place finished pancakes onto a plate and cover with a warm kitchen towel. Repeat until all pancakes are done.']","['12', 'Calories: 57kcal (3%)', 'Carbohydrates: 12g (4%)', 'Protein: 2g (4%)', 'Fat: 0.2g', 'Saturated Fat: 0.02g', 'Polyunsaturated Fat: 0.1g', 'Monounsaturated Fat: 0.01g', 'Sodium: 25mg (1%)', 'Potassium: 17mg', 'Fiber: 0.4g (2%)', 'Sugar: 0.04g', 'Calcium: 3mg', 'Iron: 1mg (6%)']"
beef-snow-peas,"['12 ounces flank steak (sliced ⅛-inch/3mm thick into 2-3 inch/6-7cm pieces)', '1 tablespoon oyster sauce', '1 tablespoon water', '1 teaspoon cornstarch', '1 teaspoon neutral oil (such as vegetable, canola, or avocado oil)', '¼ teaspoon baking soda', '½ cup warm water (or beef stock or chicken stock)', '1 tablespoon light soy sauce', '1 tablespoon oyster sauce', '1 teaspoon dark soy sauce (or mushroom-flavored dark soy sauce if you have it)', '½ teaspoon sesame oil', '¼ teaspoon sugar', '10 ounces snow peas (about 3 cups)', '3 tablespoons neutral oil (such as vegetable, canola, or avocado oil, divided)', '2 cloves garlic (finely minced)', '1 tablespoon Shaoxing wine', '1 tablespoon cornstarch (mixed into a slurry with 2 tablespoons water)']","['flank steak', 'oyster sauce', 'water', 'cornstarch', 'neutral oil', 'baking soda', 'warm water', 'light soy sauce', 'oyster sauce', 'dark soy sauce', 'sesame oil', 'sugar', 'snow peas', 'neutral oil', 'garlic', 'Shaoxing wine', 'cornstarch']","['In a medium bowl, add the sliced beef, oyster sauce, water, cornstarch, oil, and baking soda. Mix to evenly coat the beef, and set aside for 20 minutes (or overnight, if making ahead).', 'Then prepare the sauce mixture. In a measuring cup, mix the warm water (or stock), light soy sauce, oyster sauce, dark soy sauce, sesame oil, and sugar.', 'To process your snow peas, pick off the tough stem end, and remove the fibrous string along the length of the pea. Do the same from the other end, so that the strings on both sides of the snow pea are removed. Wash the snow peas and drain.', ""Heat your wok over high heat until it's lightly smoking. Spread 2 tablespoons of oil around the perimeter to coat. Add the beef, and use your metal wok spatula to spread it in one even layer. Sear for 1 minute. Turn the beef to sear the other side for another 30 seconds. Stir-fry. At this point, the beef should be about 90% done. Turn off the heat and remove the beef from the wok."", 'Next, with the heat back on high, add the remaining tablespoon of oil and the garlic. Cook for 10 seconds, and add the Shaoxing wine, followed by the snow peas. Stir-fry on the highest heat for 30 seconds. Stir in the prepared sauce mixture and add the beef back to the wok. Gather everything in the center of the wok.', 'When everything comes back up to a simmer and the sides of the wok begin to super-heat, stir-fry everything in a circular motion so the beef and snow peas hit the sides of the wok. Pour the cornstarch slurry in the center of the wok while stirring. Stir everything together for another 20 seconds to coat everything in the sauce. Serve immediately.']","['4', 'Calories: 278kcal (14%)', 'Carbohydrates: 10g (3%)', 'Protein: 21g (42%)', 'Fat: 16g (25%)', 'Saturated Fat: 3g (15%)', 'Polyunsaturated Fat: 4g', 'Monounsaturated Fat: 9g', 'Trans Fat: 0.05g', 'Cholesterol: 51mg (17%)', 'Sodium: 699mg (29%)', 'Potassium: 456mg (13%)', 'Fiber: 2g (8%)', 'Sugar: 3g (3%)', 'Vitamin A: 771IU (15%)', 'Vitamin C: 43mg (52%)', 'Calcium: 56mg (6%)', 'Iron: 3mg (17%)']"
memorial-day-recipes,[],[],[],[]
lap-cheong-mei-fun,"['6 ounces dried rice vermicelli noodles (soaked per package instructions or until softened)', '2 ounces rehydrated shiitake mushrooms (about 8-9 small or 3 large dried mushrooms)', '2 eggs (beaten)', '⅛ teaspoon salt', '½ teaspoon Shaoxing wine (plus 1 tablespoon, divided)', '¼ teaspoon sesame oil', '2 tablespoons neutral oil (such as vegetable, canola, or avocado oil, divided)', '4 ounces lap cheong (thinly sliced)', '2 medium garlic cloves (chopped)', '1 medium carrot (julienned)', '1 small red onion (thinly sliced)', '4 scallions (cut into 2-inch/5cm pieces, white and green parts separated)', '½ cup reserved mushroom soaking water', '1½ tablespoons light soy sauce', '2 teaspoons oyster sauce', '½ teaspoon sugar', '½ teaspoon dark soy sauce', '½ teaspoon sesame oil', '¼ teaspoon white pepper']","['dried rice vermicelli noodles', 'rehydrated shiitake mushrooms', 'eggs', 'salt', 'Shaoxing wine', 'sesame oil', 'neutral oil', 'lap cheong', 'medium garlic cloves', 'medium carrot', 'small red onion', 'scallions', 'reserved mushroom soaking water', 'light soy sauce', 'oyster sauce', 'sugar', 'dark soy sauce', 'sesame oil', 'white pepper']","['Soak the noodles in room temperature water overnight or in warm water for at least 1 hour. Soak the dried shiitake mushrooms overnight in about 1½ cups of water. If preparing the mushrooms the day of cooking, you can use boiling water to soak the mushrooms for 2-3 hours. Reserve the mushroom soaking water. Thinly slice the mushrooms (you should have about ½ cup), and rip/cut noodles in half to make them more manageable in the wok.', 'Beat the eggs with the salt, ½ teaspoon Shaoxing wine, and sesame oil. Pre-mix the sauce by mixing ½ cup of the reserved mushroom soaking water, light soy sauce, oyster sauce, sugar, dark soy sauce, sesame oil, and white pepper.', 'Preheat your wok over medium heat until it’s lightly smoking, or preheat a skillet until a drop of water beads on the surface. Add 1 tablespoon of neutral oil to the wok and swirl to coat the pan. Scramble the eggs–they should puff up and cook quickly. Cook until they’re just set and transfer back to the bowl.', 'Add the remaining tablespoon of oil to the wok, along with the lap cheong and mushrooms. Cook for 3-4 minutes, until the mushrooms are lightly caramelized.', 'Add the garlic, carrot, red onion, and the white parts of the scallions. Stir-fry for 2 minutes. Increase the heat to high. Add the remaining tablespoon of Shaoxing wine around the hot perimeter of the wok. Then add the noodles. Toss with your wok spatula to distribute the vegetables and noodles evenly.', 'Add the prepared sauce mixture and toss the noodles some more. There will be a good amount of liquid in the wok at first, but it will help soften the noodles and soak in. Stir-fry for 3 minutes over high heat until there’s no standing sauce. Add the eggs and the green parts of the scallions and cook until they’re just wilted. Serve!']","['4', 'Calories: 458kcal (23%)', 'Carbohydrates: 55g (18%)', 'Protein: 14g (28%)', 'Fat: 22g (34%)', 'Saturated Fat: 3g (15%)', 'Polyunsaturated Fat: 5g', 'Monounsaturated Fat: 10g', 'Trans Fat: 0.1g', 'Cholesterol: 82mg (27%)', 'Sodium: 1011mg (42%)', 'Potassium: 406mg (12%)', 'Fiber: 4g (16%)', 'Sugar: 5g (6%)', 'Vitamin A: 2787IU (56%)', 'Vitamin C: 6mg (7%)', 'Calcium: 48mg (5%)', 'Iron: 1mg (6%)']"
ayam-kecap-indonesian-braised-chicken,"['2½ pounds chicken drumsticks', '½ teaspoon salt', '2 tablespoons neutral oil (such as canola, vegetable, or avocado oil)', '½ teaspoon ginger (finely minced or grated)', '3 cloves garlic (chopped)', '1/3 cup shallot or red onion (finely diced)', '3 dried chili peppers (optional)', '2¼ cups low sodium chicken stock', '¾ teaspoon galangal (or sand ginger powder)', '¾ teaspoon coriander powder', '¾ teaspoon ground or whole cloves', '3 dried Makrut lime leaves', '3 tablespoons kecap manis (Indonesian sweet soy sauce)', '2 tablespoons soy sauce', '1 teaspoon tamarind paste (optional)', '½ teaspoon ground white or black pepper']","['chicken drumsticks', 'salt', 'neutral oil', 'ginger', 'garlic', 'shallot or red onion', 'dried chili peppers', 'low sodium chicken stock', 'galangal', 'coriander powder', 'ground or whole cloves', 'dried Makrut lime leaves', 'kecap manis', 'soy sauce', 'tamarind paste', 'ground white or black pepper']","['In a large bowl, add the chicken legs, and sprinkle them with the salt. Rub the salt in evenly, and let sit for at least 10 minutes. Heat a medium pot over medium-high heat, and add the oil. Sear the chicken legs until lightly browned on all sides. Remove the chicken to a plate.', 'Add the ginger, garlic, shallot/onion, and dried red chili peppers (if using). Cook until caramelized and fragrant.', 'Next, add the chicken stock and stir to deglaze the bottom of the pot. Add galangal powder, coriander powder, cloves, lime leaves, kecap manis, soy sauce, tamarind paste (if using) and the pepper. Stir to combine.', 'Bring the mixture to a simmer, and add the seared chicken and any juices back to the pot. Cook uncovered for 25 minutes, turning the chicken every 5 to 10 minutes for even cooking. Skim off any foam that may emerge at the surface.', 'Turn the heat up slightly and continue to cook off the liquid until the sauce thickens enough to coat a spoon. Taste for seasoning and add additional salt only if needed. Serve with rice and a stir-fried vegetable on the side.']","['6', 'Calories: 313kcal (16%)', 'Carbohydrates: 14g (5%)', 'Protein: 25g (50%)', 'Fat: 17g (26%)', 'Saturated Fat: 4g (20%)', 'Polyunsaturated Fat: 4g', 'Monounsaturated Fat: 8g', 'Trans Fat: 0.1g', 'Cholesterol: 116mg (39%)', 'Sodium: 709mg (30%)', 'Potassium: 448mg (13%)', 'Fiber: 1g (4%)', 'Sugar: 8g (9%)', 'Vitamin A: 127IU (3%)', 'Vitamin C: 2mg (2%)', 'Calcium: 31mg (3%)', 'Iron: 1mg (6%)']"
mothers-day-brunch-ideas,[],[],[],[]
granola-recipe,"['3 cups rolled oats', '1 1/2 cups raw nuts or seeds (such as slivered or sliced almonds, cashews, pecans, walnuts, pepitas, or sunflower seeds)', '3/4 cup shredded or flaked coconut (optional)', '1/4 cup maple syrup', '1/4 cup vegetable oil, avocado oil, or melted coconut oil', '1/2 teaspoon salt', '1 teaspoon vanilla extract (optional)', '3/4 teaspoon cinnamon (optional)', '1 cup dried fruit (such as raisins or dried cranberries, blueberries, cherries, mango, papaya, apricots, or peaches)']","['rolled oats', 'raw nuts or seeds', 'shredded or flaked coconut', 'maple syrup', 'vegetable oil, avocado oil, or melted coconut oil', 'salt', 'vanilla extract', 'cinnamon', 'dried fruit']","['Preheat the oven to 275°F/135°C. On a large baking sheet, toss together the oats, nuts/seeds, and coconut (if using).', 'In a separate bowl, combine maple syrup, oil, salt, and vanilla and/or cinnamon, if using. Pour the wet ingredients over the oat mixture, and toss until well-coated.', 'Bake for 45-50 minutes, stirring every 15 minutes or so.Remove from the oven, and allow to cool. Toss in dried fruit until evenly distributed. Store in an airtight container at room temperature for up to 3 weeks, in the fridge for up to 1 month, or in the freezer for up to 4 months.']","['12', 'Calories: 283kcal (14%)', 'Carbohydrates: 26g (9%)', 'Protein: 7g (14%)', 'Fat: 18g (28%)', 'Saturated Fat: 5g (25%)', 'Polyunsaturated Fat: 5g', 'Monounsaturated Fat: 7g', 'Trans Fat: 0.03g', 'Sodium: 101mg (4%)', 'Potassium: 272mg (8%)', 'Fiber: 6g (24%)', 'Sugar: 7g (8%)', 'Vitamin A: 1IU', 'Vitamin C: 0.1mg', 'Calcium: 74mg (7%)', 'Iron: 2mg (11%)']"
truffle-rice,"['⅔ cup broccoli florets (finely chopped into little pieces; or substitute vegetable of choice)', '3 tablespoons frozen peas', '½ tablespoon black truffle pâté', '1 tablespoon light soy sauce', '¼ teaspoon sugar', '1 tablespoon garlic (minced)', ""1 cup cooked rice (a Chinese rice bowl's worth; if using leftovers, microwave or steam to reheat)"", 'Salt to taste']","['broccoli florets', 'frozen peas', 'black truffle pâté', 'light soy sauce', 'sugar', 'garlic', 'cooked rice', 'Salt to taste']","['Steam the broccoli florets and frozen peas for 3-4 minutes in your steamer setup of choice. I just place them in a shallow dish in my metal steamer. Or you can microwave them for 2-3 minutes. Drain off any liquid from the vegetables.', 'In a medium bowl, combine the black truffle pate, light soy sauce, sugar, and garlic. Toss in the cooked rice and vegetables, salt to taste, and enjoy!']","['1', 'Calories: 351kcal (18%)', 'Carbohydrates: 60g (20%)', 'Protein: 11g (22%)', 'Fat: 8g (12%)', 'Saturated Fat: 1g (5%)', 'Polyunsaturated Fat: 1g', 'Monounsaturated Fat: 5g', 'Sodium: 1612mg (67%)', 'Potassium: 427mg (12%)', 'Fiber: 5g (20%)', 'Sugar: 5g (6%)', 'Vitamin A: 723IU (14%)', 'Vitamin C: 75mg (91%)', 'Calcium: 74mg (7%)', 'Iron: 2mg (11%)']"
wor-shu-duck,"['5- pound whole duck (head and feet removed)', '2 teaspoons neutral oil (such as vegetable, canola, or avocado oil)', '1 piece smashed ginger', '½ scallion (white portion, smashed)', '3 whole star anise', '⅓ cup kosher salt or sea salt (yes you read that right)', '¼ cup sugar', '1½ cups light soy sauce', '½ cup Shaoxing wine', '¼ cup dark soy sauce', '8 cups water', '2 eggs', '⅔ cup dried unseasoned breadcrumbs (or panko)', '2 tablespoons cornstarch', '2 tablespoons all-purpose flour', '¼ tsp salt', '¼ teaspoon white pepper', '2 cups canola oil (for frying)', '1 clove garlic (minced)', '½ cup sliced mushrooms (such as button, cremini, or shiitake)', '½ cup bamboo shoots (sliced or julienned)', '½ cup julienned red bell pepper or carrot', '2 teaspoons Shaoxing wine', '1 cup julienned napa cabbage', '⅓ cup duck braising liquid', '1 tablespoon oyster sauce', '½ teaspoon sesame oil', '1/8 teaspoon white pepper', '1 cup julienned bok choy (or snow peas)', '1 tablespoon cornstarch (mixed with 2 tablespoons water)', '2 tablespoons crushed almonds (for topping)']","['whole duck', 'neutral oil', 'smashed ginger', 'scallion', 'whole star anise', 'kosher salt or sea salt', 'sugar', 'light soy sauce', 'Shaoxing wine', 'dark soy sauce', 'water', 'eggs', 'dried unseasoned breadcrumbs', 'cornstarch', 'all-purpose flour', 'salt', 'white pepper', 'canola oil', 'garlic', 'sliced mushrooms', 'bamboo shoots', 'julienned red bell pepper or carrot', 'Shaoxing wine', 'julienned napa cabbage', 'duck braising liquid', 'oyster sauce', 'sesame oil', 'white pepper', 'julienned bok choy', 'cornstarch', 'crushed almonds']","['Rinse the duck inside and out and remove the wing tips and flats. You can also leave the wings on and remove (and eat!) them after braising the duck. In a pot just large enough to fit your duck, add the neutral oil, ginger, scallion, and star anise over medium-heat. Cook until fragrant, about 1-2 minutes. Then add the salt, sugar, light soy sauce, Shaoxing wine, dark soy sauce, and water. Bring to a boil.', 'Carefully lower the duck into the pot. Then lift it out to ensure there are no cold pockets/air pockets inside the duck cavity. Place it back into the braising liquid, again ensuring there are no air pockets inside the duck. Bring to a boil again and adjust the heat to a simmer. Cover and cook the duck on one side for 20 minutes. Carefully flip the duck and simmer for another 20. Then repeat, for another 20 minutes on each side for a total of 80 minutes. With the duck backside down, turn off the heat, cover, and let it sit in liquid for another 40 minutes. Reserve the braising liquid.', 'Remove to a plate for 30 to 60 minutes, or until the duck is cool enough to handle but still warm to the touch. Transfer the duck breast-side-up to a cutting board. Cut the duck from the top of the neck down the breastbone to the open cavity, and push both sides down to expose the bones.', 'Carefully twist off the drumette bones and drumstick bones. Use a sharp cleaver or chef’s knife to cut out the back bone by making a cut on each side of it. Using your hands, carefully separate the rib and the breast bones from the meat. Pull out the shoulder bones, wish bones, and thigh bones. Feel around with your hands for any remaining loose bones and remove them. Place the two halves of the deboned duck skin-side down on a plate, and put another plate on top. Refrigerate overnight.', 'The next day, you’re ready to assemble the dish. Beat two eggs in a shallow bowl. On a separate wide, shallow dish, toss together the breadcrumbs, cornstarch, flour, salt, and white pepper.', 'Dip half of the duck into the beaten egg until thoroughly coated. Place the duck into the breadcrumb mixture on both sides. Gently shake off any excess. Repeat this process again until the duck is fully coated with no bare spots. Transfer to a separate plate. At this point, you can choose to wrap one of the duck halves tightly in plastic wrap and freeze it for another day.', 'Heat 2 cups of canola oil in a pan or wok until it reaches 350°F/175°C. Lay the duck into the oil and fry for 3-4 minutes. Carefully turn the duck over and continue to fry the other side until both sides are golden brown and crispy. You may have to flip the duck 2 or more times to get even color. Remove the duck onto a cooling rack to drain and rest. Alternatively, you can pan-fry in a cast iron pan with 1/4 cup oil until crispy and golden on both sides.', 'Heat your wok over high heat, and add 1 tablespoon of the frying oil to your wok. Add the garlic, mushrooms, bamboo shoots, and red bell peppers, and stir-fry for 30 seconds. Add the Shaoxing wine, followed by the napa cabbage. Stir-fry for another 30 seconds, and stir in the braising liquid, oyster sauce, sesame oil, and white pepper.', 'Next, add the julienned bok choy (or snow peas), and give everything a quick stir. Let the sauce come to a boil, and add the cornstarch/water mixture. Stir-fry for another 30 seconds until the sauce has thickened enough to coat a spoon.', 'Transfer the vegetable mixture to a platter. Slice the duck into 1-inch/2.5cm wide pieces, and place on top of the bed of vegetables. Top with crushed almonds and serve immediately.']","['8', 'Calories: 488kcal (24%)', 'Carbohydrates: 15g (5%)', 'Protein: 13g (26%)', 'Fat: 41g (63%)', 'Saturated Fat: 11g (55%)', 'Polyunsaturated Fat: 7g', 'Monounsaturated Fat: 21g', 'Trans Fat: 0.04g', 'Cholesterol: 99mg (33%)', 'Sodium: 1033mg (43%)', 'Potassium: 325mg (9%)', 'Fiber: 2g (8%)', 'Sugar: 3g (3%)', 'Vitamin A: 911IU (18%)', 'Vitamin C: 21mg (25%)', 'Calcium: 69mg (7%)', 'Iron: 3mg (17%)']"
